date,product,category,region,quantity,unit_price,revenue,cost,profit,customer_id,payment_method
2024-08-14 00:31:44.609218432,Headset Pro,Accessories,Latin America,13,57.3,744.9,501.73,243.17,CUST-2101,Stripe
2024-08-15 11:38:21.402805608,Laptop Pro,Accessories,Middle East,7,160.43,1123.01,775.16,347.85,CUST-4866,Bank Transfer
2024-08-16 22:44:58.196392784,USB Hub,Peripherals,Middle East,36,359.71,12949.56,5900.31,7049.25,CUST-7001,Stripe
2024-08-18 09:51:34.989979960,Webcam 4K,Peripherals,Latin America,45,289.02,13005.9,7005.36,6000.54,CUST-6933,Stripe
2024-08-19 20:58:11.783567136,Headset Pro,Electronics,North America,20,226.34,4526.8,1812.39,2714.41,CUST-7272,PayPal
2024-08-21 08:04:48.577154304,"Monitor 27""",Peripherals,North America,1,478.9,478.9,277.52,201.38,CUST-1530,Bank Transfer
2024-08-22 19:11:25.370741480,Keyboard Mechanical,Peripherals,Middle East,8,455.51,3644.08,2121.55,1522.53,CUST-3513,Stripe
2024-08-24 06:18:02.164328656,USB Hub,Electronics,Europe,46,120.87,5560.02,2636.91,2923.11,CUST-8371,PayPal
2024-08-25 17:24:38.957915832,Wireless Mouse,Electronics,Latin America,16,572.93,9166.88,5202.42,3964.46,CUST-7077,Stripe
2024-08-27 04:31:15.751503000,Headset Pro,Peripherals,Latin America,14,329.59,4614.26,2157.91,2456.35,CUST-7095,PayPal
2024-08-28 15:37:52.545090176,Laptop Pro,Electronics,Europe,12,485.83,5829.96,2613.27,3216.69,CUST-8273,PayPal
2024-08-30 02:44:29.338677352,Tablet Air,Accessories,Latin America,23,378.95,8715.85,5189.9,3525.95,CUST-2259,Bank Transfer
2024-08-31 13:51:06.132264528,"Monitor 27""",Peripherals,Asia Pacific,15,648.53,9727.95,4842.36,4885.59,CUST-3255,PayPal
2024-09-02 00:57:42.925851704,"Monitor 27""",Electronics,Latin America,28,492.78,13797.84,7962.45,5835.39,CUST-9674,Stripe
2024-09-03 12:04:19.719438872,Tablet Air,Electronics,Latin America,34,463.93,15773.62,8359.61,7414.01,CUST-7012,Credit Card
2024-09-04 23:10:56.513026048,Webcam 4K,Electronics,Latin America,2,509.39,1018.78,708.36,310.42,CUST-7521,Stripe
2024-09-06 10:17:33.306613224,Keyboard Mechanical,Electronics,North America,32,105.89,3388.48,1507.45,1881.03,CUST-6150,Stripe
2024-09-07 21:24:10.100200400,"Monitor 27""",Peripherals,Asia Pacific,23,144.89,3332.47,1797.47,1535.0,CUST-5566,PayPal
2024-09-09 08:30:46.893787576,"Monitor 27""",Electronics,Latin America,22,468.43,10305.46,6225.91,4079.55,CUST-5089,Stripe
2024-09-10 19:37:23.687374744,Laptop Pro,Electronics,Asia Pacific,25,328.68,8217.0,4261.86,3955.14,CUST-2858,PayPal
2024-09-12 06:44:00.480961920,"Monitor 27""",Electronics,Asia Pacific,22,494.19,10872.18,7528.01,3344.17,CUST-1424,Bank Transfer
2024-09-13 17:50:37.274549096,Headset Pro,Accessories,Asia Pacific,22,80.35,1767.7,1089.9,677.8,CUST-4048,PayPal
2024-09-15 04:57:14.068136272,Webcam 4K,Accessories,Europe,49,355.67,17427.83,10406.07,7021.76,CUST-9176,Bank Transfer
2024-09-16 16:03:50.861723448,Keyboard Mechanical,Peripherals,Latin America,42,255.55,10733.1,6730.92,4002.18,CUST-9482,Credit Card
2024-09-18 03:10:27.655310616,Wireless Mouse,Peripherals,North America,6,305.2,1831.2,1255.83,575.37,CUST-7340,Stripe
2024-09-19 14:17:04.448897792,Keyboard Mechanical,Accessories,North America,15,398.51,5977.65,4019.05,1958.6,CUST-2929,Bank Transfer
2024-09-21 01:23:41.242484968,Webcam 4K,Accessories,North America,43,333.95,14359.85,8864.13,5495.72,CUST-5288,Credit Card
2024-09-22 12:30:18.036072144,Phone Case,Electronics,,37,357.81,13238.97,8271.03,4967.94,CUST-5264,PayPal
2024-09-23 23:36:54.829659320,Headset Pro,Electronics,Latin America,33,323.84,10686.72,4742.52,5944.2,CUST-8311,Credit Card
2024-09-25 10:43:31.623246488,Phone Case,Accessories,North America,8,274.69,2197.52,946.77,1250.75,CUST-4515,Bank Transfer
2024-09-26 21:50:08.416833664,Webcam 4K,Peripherals,Asia Pacific,44,505.15,22226.6,12697.42,9529.18,CUST-5678,Stripe
2024-09-28 08:56:45.210420840,Laptop Pro,Accessories,Europe,44,22.75,1001.0,405.92,595.08,CUST-9047,Credit Card
2024-09-29 20:03:22.004008016,Wireless Mouse,Peripherals,Middle East,5,395.01,1975.05,1075.82,899.23,CUST-4279,Credit Card
2024-10-01 07:09:58.797595192,Keyboard Mechanical,Accessories,North America,39,374.1,14589.9,6756.65,7833.25,CUST-3009,PayPal
2024-10-02 18:16:35.591182360,USB Hub,Electronics,Middle East,4,469.77,1879.08,946.69,932.39,CUST-3223,PayPal
2024-10-04 05:23:12.384769536,Fast Charger 65W,Peripherals,Middle East,6,395.38,2372.28,1501.04,871.24,CUST-2213,Stripe
2024-10-05 16:29:49.178356712,Keyboard Mechanical,Electronics,Middle East,45,540.02,24300.9,16582.24,7718.66,CUST-8406,PayPal
2024-10-07 03:36:25.971943888,Laptop Pro,Accessories,Asia Pacific,32,624.01,19968.32,8421.14,11547.18,CUST-3828,Bank Transfer
2024-10-08 14:43:02.765531056,Wireless Mouse,Peripherals,North America,30,232.5,6975.0,3907.9,3067.1,CUST-8292,Bank Transfer
2024-10-10 01:49:39.559118232,Fast Charger 65W,Peripherals,Latin America,47,159.37,7490.39,4979.31,2511.08,CUST-2438,Credit Card
2024-10-11 12:56:16.352705408,Headset Pro,Peripherals,Asia Pacific,35,283.98,9939.3,4221.74,5717.56,CUST-6236,PayPal
2024-10-13 00:02:53.146292584,Webcam 4K,Electronics,Latin America,40,197.84,7913.6,5122.9,2790.7,CUST-6692,PayPal
2024-10-14 11:09:29.939879760,Webcam 4K,Accessories,North America,16,405.49,6487.84,3291.54,3196.3,CUST-2063,Credit Card
2024-10-15 22:16:06.733466928,Headset Pro,Electronics,Asia Pacific,13,594.03,7722.39,3835.16,3887.23,CUST-9882,Stripe
2024-10-17 09:22:43.527054104,Fast Charger 65W,Peripherals,Middle East,42,103.34,4340.28,3008.86,1331.42,CUST-5757,PayPal
2024-10-18 20:29:20.320641280,Phone Case,Electronics,Asia Pacific,30,79.0,2370.0,1090.81,1279.19,CUST-5914,PayPal
2024-10-20 07:35:57.114228456,Wireless Mouse,Peripherals,Asia Pacific,19,177.57,3373.83,2051.15,1322.68,CUST-3580,Stripe
2024-10-21 18:42:33.907815632,Headset Pro,Electronics,North America,17,476.07,8093.19,5231.7,2861.49,CUST-3852,PayPal
2024-10-23 05:49:10.701402800,Fast Charger 65W,Accessories,Middle East,19,391.53,7439.07,3067.54,4371.53,CUST-6922,Bank Transfer
2024-10-24 16:55:47.494989976,"Monitor 27""",Electronics,Middle East,28,79.91,2237.48,1344.98,892.5,CUST-9335,Bank Transfer
2024-10-26 04:02:24.288577152,Keyboard Mechanical,Electronics,Europe,26,598.41,15558.66,10664.92,4893.74,CUST-4673,Stripe
2024-10-27 15:09:01.082164328,Laptop Pro,Electronics,Europe,37,516.7,19117.9,8359.61,10758.29,CUST-2988,Stripe
2024-10-29 02:15:37.875751504,Headset Pro,Electronics,Latin America,26,29.62,770.12,515.11,255.01,CUST-4292,Bank Transfer
2024-10-30 13:22:14.669338672,Laptop Pro,Accessories,Europe,23,428.62,9858.26,5702.34,4155.92,CUST-3275,Bank Transfer
2024-11-01 00:28:51.462925848,Phone Case,Peripherals,North America,9,504.74,4542.66,2657.37,1885.29,CUST-4878,Bank Transfer
2024-11-02 11:35:28.256513024,Phone Case,Peripherals,Asia Pacific,12,252.77,3033.24,1771.06,1262.18,CUST-9094,Bank Transfer
2024-11-03 22:42:05.050100200,"Monitor 27""",Peripherals,Middle East,1,58.77,58.77,28.78,29.99,CUST-1430,Stripe
2024-11-05 09:48:41.843687376,Webcam 4K,Accessories,Asia Pacific,1,64.1,64.1,43.62,20.48,CUST-6912,Stripe
2024-11-06 20:55:18.637274544,Headset Pro,Accessories,North America,47,81.2,3816.4,2611.2,1205.2,CUST-7044,Credit Card
2024-11-08 08:01:55.430861720,Wireless Mouse,Electronics,Asia Pacific,34,548.68,18655.12,10961.59,7693.53,CUST-8657,Stripe
2024-11-09 19:08:32.224448896,Webcam 4K,Accessories,Middle East,32,593.29,18985.28,12056.16,6929.12,CUST-3126,Bank Transfer
2024-11-11 06:15:09.018036072,Fast Charger 65W,Peripherals,Europe,48,92.98,4463.04,2604.98,1858.06,CUST-2412,PayPal
2024-11-12 17:21:45.811623248,Webcam 4K,Accessories,Latin America,25,164.8,4120.0,2246.72,1873.28,CUST-2077,Bank Transfer
2024-11-14 04:28:22.605210416,Wireless Mouse,Peripherals,Middle East,40,120.11,4804.4,2874.21,1930.19,CUST-6067,Bank Transfer
2024-11-15 15:34:59.398797592,Keyboard Mechanical,Accessories,Middle East,45,133.31,5998.95,3394.81,2604.14,CUST-7523,Stripe
2024-11-17 02:41:36.192384768,Phone Case,Accessories,Middle East,1,546.81,546.81,316.74,230.07,CUST-8842,Credit Card
2024-11-18 13:48:12.985971944,Keyboard Mechanical,Peripherals,Middle East,16,225.91,3614.56,2295.79,1318.77,CUST-9612,PayPal
2024-11-20 00:54:49.779559112,Headset Pro,Peripherals,North America,39,212.77,8298.03,4516.38,3781.65,CUST-7730,PayPal
2024-11-21 12:01:26.573146288,Webcam 4K,Accessories,Middle East,5,159.4,797.0,328.54,468.46,CUST-7708,Credit Card
2024-11-22 23:08:03.366733464,Headset Pro,Accessories,Asia Pacific,22,401.01,8822.22,3962.94,4859.28,CUST-2208,Bank Transfer
2024-11-24 10:14:40.160320640,Keyboard Mechanical,Electronics,North America,29,255.86,7419.94,3944.31,3475.63,CUST-3053,Stripe
2024-11-25 21:21:16.953907816,Phone Case,Peripherals,Europe,3,487.6,1462.8,903.2,559.6,CUST-6194,Bank Transfer
2024-11-27 08:27:53.747494984,USB Hub,Electronics,Asia Pacific,12,145.54,1746.48,1009.44,737.04,CUST-2215,PayPal
2024-11-28 19:34:30.541082160,"Monitor 27""",Accessories,Asia Pacific,26,515.25,13396.5,7972.1,5424.4,CUST-8372,PayPal
2024-11-30 06:41:07.334669336,Headset Pro,Peripherals,Asia Pacific,16,398.36,6373.76,,2907.81,CUST-8632,Bank Transfer
2024-12-01 17:47:44.128256512,Headset Pro,Accessories,Asia Pacific,37,87.56,3239.72,1894.34,1345.38,CUST-9476,PayPal
2024-12-03 04:54:20.921843688,USB Hub,Peripherals,North America,22,278.21,6120.62,3052.39,3068.23,CUST-6644,Stripe
2024-12-04 16:00:57.715430856,Fast Charger 65W,Accessories,Europe,29,563.33,16336.57,8838.98,7497.59,CUST-3102,PayPal
2024-12-06 03:07:34.509018032,Fast Charger 65W,Electronics,Europe,14,601.08,8415.12,5245.01,3170.11,CUST-3981,Stripe
2024-12-07 14:14:11.302605208,Keyboard Mechanical,Electronics,Middle East,28,310.72,8700.16,5755.59,2944.57,CUST-3114,Bank Transfer
2024-12-09 01:20:48.096192384,Headset Pro,Electronics,Latin America,5,320.33,1601.65,849.03,752.62,CUST-8088,Bank Transfer
2024-12-10 12:27:24.889779560,Phone Case,Peripherals,North America,47,598.22,28116.34,11614.82,16501.52,CUST-9238,Stripe
2024-12-11 23:34:01.683366728,Laptop Pro,Peripherals,Europe,49,387.79,19001.71,8522.3,10479.41,CUST-1907,Stripe
2024-12-13 10:40:38.476953904,Keyboard Mechanical,Peripherals,North America,30,35.86,1075.8,437.05,638.75,CUST-3034,Stripe
2024-12-14 21:47:15.270541080,Keyboard Mechanical,Electronics,North America,46,594.6,27351.6,16300.98,11050.62,CUST-9488,PayPal
2024-12-16 08:53:52.064128256,"Monitor 27""",Peripherals,Middle East,5,172.62,863.1,431.29,431.81,CUST-3507,Bank Transfer
2024-12-17 20:00:28.857715432,Headset Pro,Accessories,Europe,12,381.8,4581.6,2578.27,2003.33,CUST-5982,PayPal
2024-12-19 07:07:05.651302600,Fast Charger 65W,Peripherals,Latin America,16,120.1,1921.6,1053.0,868.6,CUST-3697,PayPal
2024-12-20 18:13:42.444889776,Fast Charger 65W,Electronics,Latin America,26,36.51,949.26,402.92,546.34,CUST-3653,Stripe
2024-12-22 05:20:19.238476952,Webcam 4K,Electronics,Latin America,26,212.79,5532.54,2882.33,2650.21,CUST-6286,PayPal
2024-12-23 16:26:56.032064128,Tablet Air,Accessories,Asia Pacific,48,510.61,24509.28,11425.45,13083.83,CUST-4694,Credit Card
2024-12-25 03:33:32.825651304,Tablet Air,Peripherals,Europe,21,191.27,4016.67,2110.84,1905.83,CUST-6669,Credit Card
2024-12-26 14:40:09.619238472,Tablet Air,Peripherals,Asia Pacific,39,154.76,6035.64,2782.87,3252.77,CUST-9501,Credit Card
2024-12-28 01:46:46.412825648,"Monitor 27""",Accessories,Asia Pacific,36,150.05,5401.8,3522.71,1879.09,CUST-5653,Credit Card
2024-12-29 12:53:23.206412824,Phone Case,Accessories,Asia Pacific,33,342.14,11290.62,5106.27,6184.35,CUST-2292,Credit Card
2024-12-31 00:00:00.000000000,Tablet Air,Electronics,Middle East,30,634.47,19034.1,13099.92,5934.18,CUST-5105,Stripe
2023-01-15 15:06:07.935871743,Headset Pro,Electronics,Europe,11,406.07,4466.77,2254.9,2211.87,CUST-8242,Credit Card
2023-01-17 02:12:44.729458917,Laptop Pro,Electronics,Asia Pacific,24,614.37,14744.88,7969.16,6775.72,CUST-7785,Credit Card
2023-01-18 13:19:21.523046092,Laptop Pro,Peripherals,Latin America,36,614.6,22125.6,12998.63,9126.97,CUST-5475,Credit Card
2023-01-20 00:25:58.316633266,Wireless Mouse,Accessories,Latin America,40,565.67,22626.8,11614.74,11012.06,CUST-4531,Bank Transfer
2023-01-21 11:32:35.110220440,"Monitor 27""",Electronics,Asia Pacific,24,419.12,10058.88,6548.02,3510.86,CUST-9394,PayPal
